symbol,isin,name,market
ALMND,FR00140050Q2,MND,Euronext Growth Paris
GRW,GB00BY7QYJ50,MOLTEN VENTURES,Euronext Dublin
MONC,FR0000076986,MONCEY (FIN.) NOM.,Euronext Paris
MLMON,FR0010882886,MONFINANCIER,Euronext Access Paris
MONT,BE0003853703,MONTEA,Euronext Brussels
MLMR,PTMNN0AE0006,MONUMENTAL RES,Euronext Access Lisbon
MOP,NL0000488153,MOPOLI,Euronext Brussels
MOPF,NL0000488161,MOPOLI FOND,Euronext Brussels
MORE,CWN814651014,MOREFIELD GROUP,Euronext Amsterdam
EGL,PTMEN0AE0005,MOTA ENGIL,Euronext Lisbon
MTRK,GB00BMXH3352,MOTORK,Euronext Amsterdam
ALMOU,FR0011033083,MOULINVEST,Euronext Growth Paris
MOUR,BE0003602134,MOURY CONSTRUCT,Euronext Brussels
MPCES,NL0015268814,MPC ENERGY SOLUTIO,Euronext Growth Oslo
ALMRB,FR0004034320,MR BRICOLAGE,Euronext Growth Paris
MLMTD,FR0010518936,MTD FINANCE,Euronext Access Paris
MLMUL,FR0012990968,MULANN,Euronext Access Paris
MLM24,PTMUS0AM0018,MULTI 24,Euronext Access Lisbon
ALMUN,FR0013462231,MUNIC,Euronext Growth Paris
GREV,FR0000037970,MUSEE GREVIN,Euronext Paris
NACON,FR0013482791,NACON,Euronext Paris
NAI,NL0015000CG2,NAI ORD SHARES,Euronext Amsterdam
NAITR,NL0015000CF4,NAI TREAS SHARES,Euronext Amsterdam
NAIW,NL0015000CH0,NAI WARRANTS,Euronext Amsterdam
ALNMR,FR0014003J32,NAMR,Euronext Growth Paris
NANO,FR0011341205,NANOBIOTIX,Euronext Paris
NAVYA,FR0013018041,NAVYA,Euronext Paris
NEDAP,NL0000371243,NEDAP,Euronext Amsterdam
MLNEO,FR0004157543,NEOCOM MULTIMEDIA,Euronext Access Paris
NEOEN,FR0011675362,NEOEN,Euronext Paris
ALNLF,FR0011636083,NEOLIFE,Euronext Growth Paris
NLFBS,FR0013282936,NEOLIFE BS,Euronext Growth Paris
ALNEV,FR0004032746,NEOVACS,Euronext Growth Paris
NRP,IM00BDD7WV31,NEPI ROCKCASTLE,Euronext Amsterdam
ALNTG,FR0004154060,NETGEM,Euronext Growth Paris
NOC,GB00BF2PG875,NETOIL CAPITAL,Euronext Growth Oslo
MLNEU,BE0003680916,NEUFCOUR-FIN.,Euronext Access Brussels
NRO,FR0004050250,NEURONES,Euronext Paris
NSE,NL0009822014,NEW SOURCES ENERGY,Euronext Amsterdam
NEWAY,NL0000440618,NEWAYS ELECTRONICS,Euronext Amsterdam
NEWT,BE0003832491,NEWTREE,Euronext Access Brussels
NEX,FR0000044448,NEXANS,Euronext Paris
NXI,FR0010112524,NEXITY,Euronext Paris
ALNOR,PTNEX0AM0002,NEXPONOR-SICAFI,Euronext Growth Lisbon
ALNXT,FR0004171346,NEXTEDIA,Euronext Growth Paris
NEXTA,BE0003770840,NEXTENSA,Euronext Brussels
NEXTS,FR0012789386,NEXTSTAGE,Euronext Paris
ALNFL,FR0014003XT0,NFL BIOSCIENCES,Euronext Growth Paris
NHOA,FR0012650166,NHOA,Euronext Paris
COX,FR0013018124,NICOX,Euronext Paris
NISB,NO0010733082,NIDAROS SPAREBANK,Euronext Growth Oslo
NN,NL0010773842,NN GROUP,Euronext Amsterdam
NOKIA,FI0009000681,NOKIA,Euronext Paris
NCOD,NO0010892912,NORCOD,Euronext Growth Oslo
NORDH,NO0011002651,NORDHEALTH A-AKSJE,Euronext Growth Oslo
NOAP,DK0061414638,NORDIC AQUA PART,Euronext Growth Oslo
NOHAL,NO0003058109,NORDIC HALIBUT,Euronext Growth Oslo
NOM,NO0010317340,NORDIC MINING,Euronext Expand Oslo
NUMND,NO0010907090,NORDIC UNMANNED,Euronext Growth Oslo
NORSE,NO0010946445,NORSE ATLANTIC,Euronext Growth Oslo
NSOL,NO0010941925,NORSK SOLAR,Euronext Growth Oslo
NTI,NO0010969108,NORSK TITANIUM,Euronext Growth Oslo
NTEL,NO0010900087,NORTEL,Euronext Growth Oslo
NORTH,NO0010550056,NORTH ENERGY,Euronext Expand Oslo
NBX,NO0010984966,NORWEGIAN BLOCK EX,Euronext Growth Oslo
NOS,PTZON0AM0006,"NOS, SGPS",Euronext Lisbon
ALNOV,FR0010397232,NOVACYT,Euronext Growth Paris
MLNOV,FR0000185464,NOVATECH IND.,Euronext Access Paris
ALNOX,NL0012044762,NOXXON,Euronext Growth Paris
NR21,FR0014001PV6,NR21,Euronext Paris
NRG,FR0000121691,NRJ GROUP,Euronext Paris
ALNSC,FR0000064529,NSC GROUPE,Euronext Growth Paris
ALNSE,FR0004065639,NSE,Euronext Growth Paris
NSI,NL0012365084,NSI N.V.,Euronext Amsterdam
NXFIL,NL0015000D50,NX FILTRATION,Euronext Amsterdam
NYKD,NO0010714785,NYKODE THERAPEUTIC,Euronext Growth Oslo
NYR,BE0974294267,NYRSTAR,Euronext Brussels
NYXH,BE0974358906,NYXOAH,Euronext Brussels
MLOSA,FR0013072741,O SORBET D AMOUR,Euronext Access Paris
ALOBR,FR0010330613,OBER,Euronext Growth Paris
ALBIZ,FR0014003711,OBIZ,Euronext Growth Paris
OBSRV,NO0010865009,OBSERVE MEDICAL,Euronext Expand Oslo
OSUN,NO0010887565,OCEAN SUN,Euronext Growth Oslo
OCI,NL0010558797,OCI,Euronext Amsterdam
MLOCT,FR0013310281,OCTOPUS BIOSAFETY,Euronext Access Paris
ODYSY,LU2355630455,ODYSSEY ORD SHARES,Euronext Amsterdam
ODYSW,LU2355630968,ODYSSEY WARRANTS,Euronext Amsterdam
SBT,FR0000052680,OENEO,Euronext Paris
OLG,FR0010428771,OL GROUPE,Euronext Paris
MLORE,PTOTP0AM0004,OLIMPO REAL ESTATE,Euronext Access Lisbon
ALODC,FR0014003T71,OMER-DECUGIS & CIE,Euronext Growth Paris
ALONC,FR0011766229,ONCODESIGN,Euronext Growth Paris
MLOEX,FR0013266772,ONE EXPERIENCE,Euronext Access Paris
MLONL,FR0004174712,ONLINEFORMAPRO,Euronext Access Paris
ONTEX,BE0974276082,ONTEX GROUP,Euronext Brussels
ONWD,NL0015000HT4,ONWARD MEDICAL,Euronext Brussels
ALONX,FR0010095596,ONXEO,Euronext Growth Paris
ORPH,GB00B9275X97,OPEN ORPHAN PLC,Euronext Growth Dublin
ORA,FR0000133308,ORANGE,Euronext Paris
OBEL,BE0003735496,ORANGE BELGIUM,Euronext Brussels
ORANW,NL0000370419,ORANJEWOUD A,Euronext Amsterdam
ORAP,FR0000075392,ORAPI,Euronext Paris
ORAPB,FR0013522216,ORAPI BSA,Euronext Paris
MLORB,ES0105490009,ORBIS PROPERTIES,Euronext Access Paris
ORDI,NL0000440584,ORDINA,Euronext Amsterdam
ALORD,FR0013318052,ORDISSIMO,Euronext Growth Paris
OREGE,FR0010609206,OREGE,Euronext Paris
ORE,PTORE0AM0002,OREY ANTUNES ESC.,Euronext Lisbon
OIZ,IE00B1WV4493,ORIGIN ENT. PLC,Euronext Growth Dublin
MLORQ,ES0105534004,ORINOQUIA,Euronext Access Paris
ORQ1,IE00BF0MZF04,ORMONDE MINING PLC,Euronext Growth Dublin
ORN,NO0010934748,ØRN SOFTWARE HLD.,Euronext Growth Oslo
ORP,FR0000184798,ORPEA,Euronext Paris
OSE,FR0012127173,OSE IMMUNO,Euronext Paris
ALOSM,FR0013231180,OSMOZIS,Euronext Growth Paris
OTOVO,NO0010809783,OTOVO,Euronext Growth Oslo
OVH,FR0014005HJ9,OVH,Euronext Paris
OVXA,IE00B4XVDC01,OVOCA BIO PLC,Euronext Growth Dublin
OXUR,BE0003846632,OXURION,Euronext Brussels
ICE,BE0003860773,OZ GROUP,Euronext Expert Market
MLPAC,FR0000077992,PACTE NOVATION,Euronext Access Paris
PID,FR0013318813,PARAGON ID,Euronext Paris
PAR,FR0010263202,PAREF,Euronext Paris
PARRO,FR0004038263,PARROT,Euronext Paris
PABSA,FR0013054269,PARROT BSA 1,Euronext Paris
PABSB,FR0013054335,PARROT BSA 2,Euronext Paris
MLHOP,FR0006823092,PART.INDLES MINI.,Euronext Access Paris
MLPRX,NL0012650535,PARX MATERIALS NV,Euronext Access Paris
PSAT,FR0000038465,PASSAT,Euronext Paris
PSKY,NO0010895667,PATIENTSKY GROUP,Euronext Growth Oslo
PAT,FR0011027135,PATRIMOINE ET COMM,Euronext Paris
ALPTR,PTPRS0AM0017,PATRIS,Euronext Growth Lisbon
ALPAU,FR0013479730,PAULIC MEUNERIE,Euronext Growth Paris
PAY,IL0010830391,PAYTON PLANAR,Euronext Brussels
PCA,FR0000053514,PCAS,Euronext Paris
PEACE,NL0015000H31,PEGASUS ENTREP SHA,Euronext Amsterdam
PEACW,NL0015000H56,PEGASUS ENTREP WAR,Euronext Amsterdam
PACE,NL00150009D0,PEGASUS ORD SHARES,Euronext Amsterdam
PACEU,NL00150009E8,PEGASUS UNITS,Euronext Amsterdam
PACEW,NL00150009B4,PEGASUS WARRANTS,Euronext Amsterdam
IL0A,IE00BWB8X525,PERM. TSB GP. HOLD,Euronext Dublin
RI,FR0000120693,PERNOD RICARD,Euronext Paris
PERR,FR0000061459,PERRIER (GERARD),Euronext Paris
MLPER,ES0105612008,PERSEIDA RENTA,Euronext Access Paris
PSH,GG00BPFJTF46,PERSHING,Euronext Amsterdam
P8ET,IE00B0Q82B24,PETRONEFT RES.,Euronext Growth Dublin
PNOR,AU0000057408,PETRONOR E&P LTD,Euronext Expand Oslo
PEUG,FR0000064784,PEUGEOT INVEST,Euronext Paris
PHA,FR0012882389,PHARMAGEST INTER.,Euronext Paris
ALPHS,BE0974302342,PHARMASIMPLE,Euronext Growth Paris
PHARM,NL0010391025,PHARMING GROUP,Euronext Amsterdam
ALPHA,FR0011191287,PHARNEXT,Euronext Growth Paris
PHR,PTPTC0AM0009,PHAROL,Euronext Lisbon
ALPHE,FR0011651694,PHERECYDES PHARMA,Euronext Growth Paris
INPHI,NL0000009322,PHILIPS BUY BACK,Euronext Amsterdam
PHIA,NL0000009538,PHILIPS KON,Euronext Amsterdam
PHLY,NO0010395577,PHILLY SHIPYARD,Euronext Expand Oslo
MLPHW,FR0000185480,PHONE WEB,Euronext Access Paris
MLPHO,BE0948608451,PHOTONIKE CAPITAL,Euronext Access Paris
PIC,BE0003807246,PICANOL,Euronext Brussels
VAC,FR0000073041,PIERRE VACANCES,Euronext Paris
PPG,NO0010735681,PIONEER PROPERTY,Euronext Expand Oslo
ALPDX,FR0000061608,PISCINES DESJOYAUX,Euronext Growth Paris
ALPIX,FR0011950641,PIXIUM VISION,Euronext Growth Paris
MLPLC,FR0000030769,PLACOPLATRE,Euronext Access Paris
ALPLA,FR0010211037,PLANET MEDIA,Euronext Growth Paris
ALPAT,FR0010785790,PLANT ADVANCED,Euronext Growth Paris
PATBS,FR0011844067,PLANT ADVANCED BS,Euronext Growth Paris
PVL,FR0013252186,PLAST.VAL LOIRE,Euronext Paris
POM,FR0000124570,PLASTIC OMNIUM,Euronext Paris
PMG,NO0010890726,PLAY MAGNUS,Euronext Growth Oslo
PORF,NL0000378669,PORCELEYNE FLES,Euronext Amsterdam
PNL,NL0009739416,POSTNL,Euronext Amsterdam
ALPJT,FR0000066441,POUJOULAT,Euronext Growth Paris
ALPOU,FR0013015583,POULAILLON,Euronext Growth Paris
POXEL,FR0012432516,POXEL,Euronext Paris
PPLAA,BMG7209L1000,PPLA CLASS A,Euronext Amsterdam
PPLAB,BMG7209L1182,PPLA CLASS B,Euronext Amsterdam
PPLA,US69355L1098,PPLA European Unit,Euronext Amsterdam
PREC,FR0014004EC4,PRECIA,Euronext Paris
ALPRE,FR0010169920,PREDILIFE,Euronext Growth Paris
ALPRI,FR0004044600,PRISMAFLEX INTL,Euronext Growth Paris
PROAC,FR0004052561,PROACTIS SA,Euronext Paris
ALPRO,FR0010313486,PRODWARE,Euronext Growth Paris
PWG,FR0012613610,PRODWAYS,Euronext Paris
PROL,FR0010380626,PROLOGUE,Euronext Paris
PROBT,FR0013398617,PROLOGUE BSA,Euronext Growth Paris
PROBS,FR0013268042,PROLOGUE BSA 2017,Euronext Growth Paris
MLPRI,FR0000061376,PROP.IMMEUBLES,Euronext Access Paris
PRX,NL0013654783,PROSUS,Euronext Amsterdam
MLPRO,CA74375L1058,PROVENTURE GOLD,Euronext Access Paris
PZQA,IE00B66B5T26,PROVIDENCE RES.,Euronext Growth Dublin
PROXI,NO0010893902,PROXIMAR SEAFOOD,Euronext Growth Oslo
PROX,BE0003810273,PROXIMUS,Euronext Brussels
PRYME,NL00150005Z1,PRYME,Euronext Growth Oslo
PUBBS,FR0000312928,PUBLICIS BSA,Euronext Paris
PUB,FR0000130577,PUBLICIS GROUPE SA,Euronext Paris
PYRUM,DE000A2G8ZX8,PYRUM INNOVATIONS,Euronext Growth Oslo
QRF,BE0974272040,QRF,Euronext Brussels
QDT,FR0000120560,QUADIENT,Euronext Paris
ALQP,ES0105118006,QUADPACK,Euronext Growth Paris
QFUEL,NO0010785967,QUANTAFUEL,Euronext Growth Oslo
ALQGC,FR0011648971,QUANTUM GENOMICS,Euronext Growth Paris
QUEST,NO0011019119,QUESTBACK GROUP,Euronext Growth Oslo
QFG,BE0003730448,QUESTFOR GR-PRICAF,Euronext Brussels
ALQWA,FR0010889386,QWAMPLIFY,Euronext Growth Paris
QWABS,FR0013472677,QWAMPLIFY BSAANE,Euronext Growth Paris
R8P,NO0010859689,R8 PROPERTY,Euronext Growth Oslo
MLRZE,PTRIZ0AM0009,RAIZE,Euronext Access Lisbon
RAL,FR0000060618,RALLYE,Euronext Paris
RAM,PTFRV0AE0004,RAMADA,Euronext Lisbon
GDS,FR0000044471,RAMSAY GEN SANTE,Euronext Paris
RANA,NO0010907389,RANA GRUBER,Euronext Growth Oslo
RAND,NL0000379121,RANDSTAD NV,Euronext Amsterdam
ALRPD,GB00BLG2TX24,RAPID NUTRITION,Euronext Growth Paris
ML350,FR0012395457,RAPIDO PRET,Euronext Access Paris
REAL,BE0003841583,REALCO,Euronext Access Brussels
ALREA,FR0011858190,REALITES,Euronext Growth Paris
REC,BE0003656676,RECTICEL,Euronext Brussels
RX,FR0000120388,RECYLEX S.A.,Euronext Paris
REI,BE0003829463,REIBEL,Euronext Access Brussels
REINA,LU0383812293,REINET INVESTMENTS,Euronext Amsterdam
REN,GB00B2B0DG97,RELX,Euronext Amsterdam
RCO,FR0000130395,REMY COINTREAU,Euronext Paris
RENE,PTREL0AM0008,REN,Euronext Lisbon
RNO,FR0000131906,RENAULT,Euronext Paris
RWI,GB00BNR4T868,RENEWI,Euronext Amsterdam
MLJDL,ES0105550000,RES GESTAE SOCIMI,Euronext Access Paris
RES,BE0003707214,RESILUX,Euronext Brussels
RET,BE0003720340,RETAIL ESTATES,Euronext Brussels
MLREX,FR0000077232,REVIVAL EXPANSION,Euronext Access Paris
ALREW,FR0010820274,REWORLD MEDIA,Euronext Growth Paris
RXL,FR0010451203,REXEL,Euronext Paris
ALRIB,FR0000075954,RIBER,Euronext Growth Paris
RIVER,MT0001710103,RIVER TECH,Euronext Growth Oslo
RBT,FR0000039091,ROBERTET,Euronext Paris
CBR,FR0000045619,ROBERTET CDV 87,Euronext Paris
CBE,FR0000045601,ROBERTET CI,Euronext Paris
RBO,FR0013344173,ROCHE BOBOIS,Euronext Paris
ALROC,FR0010523167,ROCTOOL,Euronext Growth Paris
ROCBT,FR0013477593,ROCTOOL BSA 2020-2,Euronext Growth Paris
ROMER,NO0010808405,ROMERIKE SPAREBK,Euronext Growth Oslo
ROM,BMG763301022,ROMREAL,Euronext Expand Oslo
ROMSB,NO0010759988,ROMSDAL SPAREBANK,Euronext Growth Oslo
ROOD,NL0000440477,ROODMICROTEC,Euronext Amsterdam
ENGB,BE0003575835,ROSIER,Euronext Brussels
ROTH,FR0000031684,ROTHSCHILD & CO,Euronext Paris
ALRGR,FR0000037640,ROUGIER S.A.,Euronext Growth Paris
ROU,BE0003741551,ROULARTA,Euronext Brussels
MLROU,FR0000035750,ROUSSELET CENTRIF.,Euronext Access Paris
RDSA,GB00B03MLX29,ROYAL DUTCH SHELLA,Euronext Amsterdam
RDSB,GB00B03MM408,ROYAL DUTCH SHELLB,Euronext Amsterdam
MLRSR,ES0105505004,RSR SINGULAR,Euronext Access Lisbon
RUI,FR0013269123,RUBIS,Euronext Paris
RYA,IE00BYTBXV33,RYANAIR HOLD. PLC,Euronext Dublin
SCB,PTSCB0AM0001,S.CLUBE BRAGA,Euronext Access Lisbon
SK,FR0000121709,S.E.B.,Euronext Paris
ALSAF,FR0013467123,SAFE,Euronext Growth Paris
SAF,FR0000073272,SAFRAN,Euronext Paris
SGO,FR0000125007,SAINT GOBAIN,Euronext Paris
SABE,FR0000060121,SAINT JEAN GROUPE,Euronext Paris
SAMS,FR0000060071,SAMSE,Euronext Paris
SAN,FR0000120578,SANOFI,Euronext Paris
SANNV,FR0014006T94,SANOFI NV22,Euronext Paris
ALMER,FR0010776617,SAPMER,Euronext Growth Paris
DIM,FR0013154002,SARTORIUS STED BIO,Euronext Paris
SAVE,FR0000120107,SAVENCIA,Euronext Paris
MLSDN,FR0013155975,SAVONNERIE NYONS,Euronext Access Paris
SBMO,NL0000360618,SBM OFFSHORE,Euronext Amsterdam
MLSBT,FR0004175222,SBT,Euronext Access Paris
MLSHD,CH0220529603,SCANDINAVIAN HOUSE,Euronext Access Paris
CBSM,FR0006239109,SCBSM,Euronext Paris
MLCMI,FR0010972091,SCEMI,Euronext Access Paris
SCHD,BE0012378593,SCHEERD.V KERCHOVE,Euronext Brussels
SLB,AN8068571086,SCHLUMBERGER,Euronext Paris
SU,FR0000121972,SCHNEIDER ELECTRIC,Euronext Paris
MLSCH,FR0010961920,SCHOBRUNN PARIS,Euronext Access Paris
MLSCI,ES0105592002,SCIENTIA SCHOOL,Euronext Access Paris
SCR,FR0010411983,SCOR SE,Euronext Paris
SEAW7,NO0010893803,SEAWAY 7,Euronext Growth Oslo
SCHP,FR0000039109,SECHE ENVIRONNEM.,Euronext Paris
SGRO,GB00B5ZN1N88,SEGRO PLC,Euronext Paris
ALSEI,IT0005353484,SEIF SPA,Euronext Growth Paris
SLCO,FR0000065492,SELCODIS,Euronext Paris
SELER,FR0004175842,SELECTIRENTE,Euronext Paris
SEM,PTSEM0AM0004,SEMAPA,Euronext Lisbon
MLSMP,IT0005072811,SEMPLICEMENTE SpA,Euronext Access Paris
ALSEN,FR0012596468,SENSORION,Euronext Growth Paris
MLSEQ,NL0010623518,SEQUA PETROLEUM NV,Euronext Access Paris
SEQUA,BE0974340722,SEQUANA MEDICAL,Euronext Brussels
SEFER,FR0011950682,SERGEFERRARI GROUP,Euronext Paris
ALSER,FR0000073728,SERMA GROUP,Euronext Growth Paris
SESG,LU0088087324,SES,Euronext Paris
SESL,FR0010282822,SES IMAGOTAG,Euronext Paris
STTL,BE0974261902,SETTLEMENTS,Euronext Growth Brussels
SRP,FR0013006558,SHOWROOMPRIVE,Euronext Paris
SHUR,LU1883301340,SHURGARD,Euronext Brussels
ALBFR,FR0010202606,SIDETRADE,Euronext Growth Paris
SIFG,NL0011660485,SIF HOLDING,Euronext Amsterdam
ALGIR,FR0000060790,SIGNAUX GIROD,Euronext Growth Paris
LIGHT,NL0011821392,SIGNIFY NV,Euronext Amsterdam
SII,FR0000074122,SII,Euronext Paris
SIKRI,NO0010881717,SIKRI HOLDING,Euronext Growth Oslo
MLSIL,FR0010679365,SILC,Euronext Access Paris
MLMAT,CI0000000832,SIMAT,Euronext Access Paris
SIP,BE0003898187,SIPEF,Euronext Brussels
SKAND,NO0010931207,SKANDIA GREENPOWER,Euronext Growth Oslo
SLIGR,NL0000817179,SLIGRO FOOD GROUP,Euronext Amsterdam
MLSML,FR0011131788,SMALTO,Euronext Access Paris
SMLBS,FR0010649228,SMALTO BSA,Euronext Access Paris
SMOP,NO0011012502,SMARTOPTICS GROUP,Euronext Growth Oslo
SMAR,BE0974323553,SMARTPHOTO GROUP,Euronext Brussels
SMCP,FR0013214145,SMCP,Euronext Paris
SMTPC,FR0004016699,SMTPC,Euronext Paris
SK3,IE00B1RR8406,SMURFIT KAPPA GP,Euronext Dublin
SNOW,NL0010627865,SNOWWORLD,Euronext Amsterdam
SFCA,FR0010209809,SOC FRANC CASINOS,Euronext Paris
GLE,FR0000130809,SOCIETE GENERALE,Euronext Paris
SW,FR0000121220,SODEXO,Euronext Paris
SEC,FR0000078321,SODITECH,Euronext Paris
SOF,BE0003717312,SOFINA,Euronext Brussels
SOFT,BE0003773877,SOFTIMAT,Euronext Growth Brussels
SOFTX,NO0010811961,SOFTOX SOLUTIONS,Euronext Growth Oslo
SOG,FR0000065864,SOGECLAIR,Euronext Paris
SOI,FR0013227113,SOITEC,Euronext Paris
LOCAL,FR00140006O9,SOLOCAL GROUP,Euronext Paris
S30,FR0013379484,SOLUTIONS 30 SE,Euronext Paris
SOLV,BE0003545531,SOLVAC NOM(RETAIL),Euronext Brussels
SOLB,BE0003470755,SOLVAY,Euronext Brussels
SO,FR0013199916,SOMFY SA,Euronext Paris
SON,PTSON0AM0001,SONAE,Euronext Lisbon
SNG,PTSNG0AM0007,SONAGI,Euronext Access Lisbon
SOP,FR0000050809,SOPRA STERIA GROUP,Euronext Paris
FPN,FR0011277391,SPAC,Euronext Paris
SPA,BE0003798155,SPADEL,Euronext Brussels
SB68,NO0010887110,SPARBNK 68 GR NORD,Euronext Growth Oslo
ALSPT,FR00140043Y1,SPARTOO,Euronext Growth Paris
MLSRP,FR0000054371,SPEED RABBIT PIZZA,Euronext Access Paris
SPIE,FR0012757854,SPIE,Euronext Paris
ALSGD,FR0011464452,SPINEGUARD,Euronext Growth Paris
SGDBS,FR0014003UB4,SPINEGUARD BS,Euronext Growth Paris
ALSPW,FR0011398874,SPINEWAY,Euronext Growth Paris
SCP,PTSCP0AM0001,SPORTING,Euronext Lisbon
SPR1,NL0015000NM7,SPR1 ORD SHARES,Euronext Amsterdam
SPR1T,NL0015000NL9,SPR1T TREAS SHARES,Euronext Amsterdam
SPR1W,NL0015000NK1,SPR1W WARRANTS,Euronext Amsterdam
SQI,FR0011289040,SQLI,Euronext Paris
DPT,FR0000054199,ST DUPONT,Euronext Paris
STATT,NO0010775844,STATT TORSK,Euronext Growth Oslo
STF,FR0000064271,STEF,Euronext Paris
STLA,NL00150001Q9,STELLANTIS NV,Euronext Paris
STRN,NL0000336303,STERN GROEP,Euronext Amsterdam
STM,NL0000226223,STMICROELECTRONICS,Euronext Paris
ALSAS,FR0000074775,STRADIM ESPAC.FIN,Euronext Growth Paris
ALSTW,FR0010528059,STREAMWIDE,Euronext Growth Paris
MLSTR,FR0000063976,STREIT MECANIQUE,Euronext Access Paris
SEV,FR0010613471,SUEZ,Euronext Paris
MLSUM,GB00B8GJBS16,SUMO RESOURCES PLC,Euronext Access Paris
SUNSB,NO0010672900,SUNNDAL SPAREBANK,Euronext Growth Oslo
SWP,FR0004180578,SWORD GROUP,Euronext Paris
SDG,FR0000032658,SYNERGIE,Euronext Paris
AIID,US8730483000,T STAMP INC,Euronext Growth Dublin
TKTT,FR0004188670,TARKETT,Euronext Paris
TAYN,FR0000063307,TAYNINH,Euronext Paris
MLTEA,FR0000033466,TEAM,Euronext Access Paris
TECBS,FR0013526225,TECH BSA 2024,Euronext Paris
TCH,FR0013505062,TECHNICOLOR,Euronext Paris
TE,NL0014559478,TECHNIP ENERGIES,Euronext Paris
FTI,GB00BDSFG982,TECHNIPFMC,Euronext Paris
TECO,NO0010887516,TECO 2030,Euronext Growth Oslo
TDSA,PTTD10AM0000,TEIXEIRA DUARTE,Euronext Lisbon
TEKNA,NO0010951577,TEKNA HOLDING,Euronext Growth Oslo
TNET,BE0003826436,TELENET GROUP,Euronext Brussels
TEP,FR0000051807,TELEPERFORMANCE,Euronext Paris
TVRB,CH0008175645,TELEVERBIER,Euronext Paris
MLVST,FR0011076595,TELEVISTA,Euronext Access Paris
TERB,BE0003573814,TER BEKE,Euronext Brussels
TCO,GB00BLGZ9862,TESCO PLC,Euronext Dublin
TESB,BE0003555639,TESSENDERLO,Euronext Brussels
TFG,GG00B1RMC548,TETRAGON FIN GRP,Euronext Amsterdam
TET,BE0003886067,TETRYS,Euronext Expert Market
TEXF,BE0974263924,TEXAF,Euronext Brussels
TFI,FR0000054900,TF1,Euronext Paris
TFF,FR0013295789,TFF GROUP,Euronext Paris
HO,FR0000121329,THALES,Euronext Paris
ALTBG,FR0011053636,THE BLOCKCHAIN GP,Euronext Growth Paris
KING,NL00150001S5,THE KINGFISH COMP,Euronext Growth Oslo
NVG,PTPTI0AM0006,THE NAVIGATOR COMP,Euronext Lisbon
TBGBS,FR00140065G1,THEBLOCKCHAINGRBS,Euronext Growth Paris
ALTHE,FR0010120402,THERACLION,Euronext Growth Paris
ALTER,FR0004197747,THERADIAG,Euronext Growth Paris
ALTHX,FR0013286259,THERANEXUS,Euronext Growth Paris
ALVET,BE0974387194,THERAVET,Euronext Growth Paris
THEP,FR0013333432,THERMADOR GROUPE,Euronext Paris
TBIRD,VGG885761061,THUNDERBIRD,Euronext Amsterdam
TIE,NL0010389508,TIE KINETIX,Euronext Amsterdam
TKO,FR0013230612,TIKEHAU CAPITAL,Euronext Paris
TINC,BE0974282148,TINC,Euronext Brussels
TIPI,FR0000066482,TIPIAK,Euronext Paris
TITC,BE0974338700,TITAN CEMENT,Euronext Brussels
ALTIV,FR0000060949,TIVOLY,Euronext Growth Paris
TWEKA,NL0000852523,TKH GROUP,Euronext Amsterdam
TOM2,NL0013332471,TOMTOM,Euronext Amsterdam
ALTLX,LU0394945660,TOOLUX SANDING,Euronext Growth Paris
ALTOO,FR00140062B9,TOOSLA,Euronext Growth Paris
ALTBM,FR0011668821,TOQUES BLANCHES,Euronext Growth Paris
EC,GA0000121459,TOTAL GABON,Euronext Paris
TTE,FR0000120271,TOTALENERGIES,Euronext Paris
TOUP,FR0000033003,TOUAX,Euronext Paris
EIFF,FR0000036816,TOUR EIFFEL,Euronext Paris
MLABO,FR0010621722,TOUTABO,Euronext Access Paris
SCT,PTSCT0AP0018,TOYOTA CAETANO,Euronext Lisbon
MLPSH,FR0011040690,TPSH,Euronext Access Paris
MLTRA,FR0000031866,TRAMWAYS DE ROUEN,Euronext Access Paris
TNG,FR0005175080,TRANSGENE,Euronext Paris
TRAN,FR00140039U7,TRANSITION SHARES,Euronext Paris
TRANW,FR0014003AC4,TRANSITION WARRANT,Euronext Paris
TRI,FR0005691656,TRIGANO,Euronext Paris
ALTRI,FR0010397901,TRILOGIQ,Euronext Growth Paris
MLTRO,FR0000031106,TROC ILE,Euronext Access Paris
ALTRO,FR0004175099,TRONICS,Euronext Growth Paris
ALTTI,FR0010383877,TTI,Euronext Growth Paris
TUBAT,BE0099967573,TUBIZE (ATTR),Euronext Expert Market
TUB,BE0003823409,TUBIZE-FIN,Euronext Brussels
TQW,GB0001500809,TULLOW OIL PLC,Euronext Dublin
ALTXC,FR0010654087,TXCOM,Euronext Growth Paris
TYSB,NO0010731615,TYSNES SPAREBANK,Euronext Growth Oslo
ALU10,FR0000079147,U10 CORP,Euronext Growth Paris
UBI,FR0000054470,UBISOFT ENTERTAIN,Euronext Paris
ALUCR,FR0011070457,UCAR,Euronext Growth Paris
PNSB,BE0003838555,UCARE SERVICES BEL,Euronext Access Brussels
UCB,BE0003739530,UCB,Euronext Brussels
MLUMG,FR0011776889,UMALIS GROUP,Euronext Access Paris
ALUMS,FR0013263878,UMANIS,Euronext Growth Paris
UMG,NL0015000IY2,UMG,Euronext Amsterdam
UMI,BE0974320526,UMICORE,Euronext Brussels
MLUMH,FR0005783503,UNI.METALG.HT-SEI.,Euronext Access Paris
